accidentDay;district;streetName;accidentType;mainAccidentCause;totalParticipantsAmount;latitude;longitude;Count_Без ушкоджень;Count_Загинув;Count_Легко травмований;Count_Тяжко травмований;Is_Intersection;Year;Month;DayOfWeek;Hour;settlement_grouped;Simple_Type;Simple_Cause
субота;Шевченківський;Липинського В.;наїзд на транспортний засіб, що стоїть - по ходу руху;перевищення безпечної швидкості;3;49.857035;24.021821;2;0;1;0;1;2021;5;5;0;Львів;Інше;Перевищення швидкості
вівторок;Шевченківський;Миколайчука І.;падіння пасажира;порушення правил перевезення пасажирів;2;49.872423;24.042131;1;0;1;0;0;2021;5;1;18;Львів;Падіння пасажира;Інше
понеділок;Франківський;Княгині Ольги;наїзд на пішохода - пішохід рухався у зустрічному напрямку;неочікуваний вихід на проїзну частину;2;49.826792;24.010395;0;0;1;0;1;2021;5;0;10;Львів;Наїзд на пішохода;Інше
п'ятниця;Залізничний;Вернигори;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.840359;24.005916;1;1;0;0;0;2021;5;4;16;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Личаківський;Личаківська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів,порушення правил маневрування;2;49.839857;24.040879;1;0;1;0;0;2021;5;4;21;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Сихівський;Червоної Калини, просп.;зіткнення з задньою частиною тз;порушення правил маневрування,порушення правил проїзду перехресть;3;49.796575;24.053771;2;0;1;0;0;2021;4;4;17;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Сихівський;Козельницька;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів;2;49.814879;24.025614;1;0;1;0;0;2021;5;3;15;Львів;Наїзд на пішохода;Порушення проїзду переходів
п'ятниця;Шевченківський;Хмельницького Б.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;пішоходи невиконання вимог сигналів регулювання;2;49.85137;24.030275;1;0;1;0;0;2021;5;4;16;Львів;Наїзд на пішохода;Інше
вівторок;Сихівський;Зелена;наїзд на інші види перешкод;перевищення безпечної швидкості;2;49.794242;24.074713;0;0;2;0;0;2021;5;1;22;Львів;Наїзд на перешкоду;Перевищення швидкості
субота;Шевченківський;Хмельницького Б.;зіткнення бокове;порушення правил маневрування;3;49.872416;24.058524;0;1;2;0;0;2021;5;5;17;Львів;Зіткнення автомобілів;Порушення маневрування
неділя;Шевченківський;Чорновола В., просп.;наїзд на інші види перешкод;перевищення безпечної швидкості;2;49.853677;24.023119;0;0;2;0;1;2021;5;6;7;Львів;Наїзд на перешкоду;Перевищення швидкості
п'ятниця;Шевченківський;Хмельницького Б.;зіткнення з задньою частиною тз;недодержання дистанції;3;49.853649;24.040731;2;0;1;0;0;2021;5;4;12;Львів;Зіткнення автомобілів;Недотримання дистанції
неділя;Залізничний;Патона Є.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.822698;23.965401;1;0;1;0;0;2021;5;6;12;Львів;Наїзд на пішохода;Порушення проїзду переходів
середа;Франківський;Володимира Великого;наїзд на велосипедиста - поза межами велосипедної доріжки;порушення правил маневрування;2;49.810331;24.000921;1;0;1;0;0;2021;5;2;10;Львів;Наїзд на велосипедиста;Порушення маневрування
понеділок;Галицький;Свободи, просп.;зіткнення бокове;перевищення безпечної швидкості,недодержання дистанції;2;49.843909;24.026134;1;0;1;0;0;2021;5;0;19;Львів;Зіткнення автомобілів;Перевищення швидкості
п'ятниця;Сихівський;Червоної Калини, просп.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.793247;24.057881;1;0;1;0;0;2021;5;4;19;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Шевченківський;Липинського В.;зіткнення бокове;невиконання вимог сигналів регулювання;3;49.861576;24.0285;2;0;1;0;0;2021;5;3;10;Львів;Зіткнення автомобілів;Інше
середа;Сихівський;Пасічна;зіткнення бокове;порушення правил маневрування;2;49.808365;24.077922;0;0;2;0;0;2021;5;2;12;Львів;Зіткнення автомобілів;Порушення маневрування
понеділок;Франківський;Куликівська;зіткнення бокове;перевищення безпечної швидкості;3;49.822531;24.010145;0;0;3;0;0;2021;5;0;18;Львів;Зіткнення автомобілів;Перевищення швидкості
неділя;Личаківський;Зелена;зіткнення бокове;порушення правил проїзду перехресть;2;49.823096;24.053246;1;0;1;0;1;2021;5;6;9;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
п'ятниця;Шевченківський;Шевченка Т.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів;2;49.842973;24.015572;1;0;1;0;0;2021;5;4;23;Львів;Наїзд на пішохода;Порушення проїзду переходів
п'ятниця;Франківський;Сахарова А., акад.;зіткнення бокове;перевищення безпечної швидкості,недодержання дистанції,керування транспортним засобом у нетверезому стані;3;49.822176;24.016049;2;0;1;0;0;2021;5;4;11;Львів;Зіткнення автомобілів;Перевищення швидкості
понеділок;Франківський;Княгині Ольги;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.806609;23.998647;1;0;1;0;0;2021;5;0;15;Львів;Наїзд на пішохода;Порушення проїзду переходів
понеділок;Галицький;Хмельницького Б.;зіткнення лобове;порушення правил обгону,виїзд на смугу зустрічного руху;4;49.845081;24.02924;2;0;2;0;0;2021;5;0;21;Львів;Зіткнення автомобілів;Інше
п'ятниця;Залізничний;Повітряна;наїзд на інші види перешкод;порушення правил маневрування;2;49.845019;23.976004;1;0;1;0;0;2021;4;4;14;Львів;Наїзд на перешкоду;Порушення маневрування
субота;Франківський;Наукова;зіткнення бокове;недодержання дистанції;3;49.805512;23.983557;2;0;1;0;0;2021;5;5;12;Львів;Зіткнення автомобілів;Недотримання дистанції
четвер;Шевченківський;Лінкольна А.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил обгону;3;49.864816;24.028768;1;0;2;0;0;2021;5;3;19;Львів;Наїзд на пішохода;Інше
понеділок;Галицький;Городоцька;падіння пасажира;порушення правил перевезення пасажирів;2;49.83764;24.005508;1;0;1;0;0;2021;5;0;19;Львів;Падіння пасажира;Інше
субота;Шевченківський;Липинського В.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.862624;24.030297;1;0;1;0;0;2021;5;5;20;Львів;Наїзд на пішохода;Порушення маневрування
субота;Личаківський;Погулянка;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.829263;24.0514;1;0;1;0;0;2021;5;5;18;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Галицький;Городоцька;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перехід у невстановленому місці;2;49.837771;24.005889;1;0;1;0;0;2021;5;0;2;Львів;Наїзд на пішохода;Інше
середа;Шевченківський;Чорновола В., просп.;наїзд на інші види перешкод;порушення правил маневрування,перевищення безпечної швидкості;2;49.856043;24.021842;1;0;1;0;0;2021;6;2;5;Львів;Наїзд на перешкоду;Порушення маневрування
вівторок;Залізничний;Молдавська;зіткнення бокове;порушення правил проїзду перехресть;2;49.84457;23.996999;1;0;1;0;1;2021;6;1;18;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
понеділок;Залізничний;Кульпарківська;наїзд на велосипедиста - поза межами велосипедної доріжки;порушення правил маневрування;2;49.801419;23.980343;1;0;1;0;0;2021;7;0;9;Львів;Наїзд на велосипедиста;Порушення маневрування
неділя;Шевченківський;Хвильового М.;наїзд на велосипедиста - поза межами велосипедної доріжки;недодержання дистанції;2;49.868306;24.030002;1;0;1;0;0;2021;7;6;17;Львів;Наїзд на велосипедиста;Недотримання дистанції
субота;Личаківський;Лисенка М.;наїзд на пішохода - пішохід рухався у попутному напрямку;неочікуваний вихід на проїзну частину;2;49.843179;24.04036;1;0;1;0;0;2021;7;5;16;Львів;Наїзд на пішохода;Інше
понеділок;Шевченківський;Грінченка Б.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перевищення безпечної швидкості;2;49.871185;24.053986;1;0;0;1;0;2021;7;0;9;Львів;Наїзд на пішохода;Перевищення швидкості
четвер;Залізничний;Рудненська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.836253;23.960795;1;0;1;0;0;2021;7;3;19;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Франківський;Княгині Ольги;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів,керування транспортним засобом у нетверезому стані;2;49.811909;23.999982;1;0;1;0;0;2021;7;1;17;Львів;Наїзд на пішохода;Порушення проїзду переходів
понеділок;Залізничний;Курмановича В., ген.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перевищення безпечної швидкості;2;49.825996;23.93849;1;0;1;0;1;2021;7;0;11;Львів;Наїзд на пішохода;Перевищення швидкості
понеділок;Шевченківський;Варшавська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;неочікуваний вихід на проїзну частину;2;49.869789;24.018525;1;0;1;0;0;2021;7;0;17;Львів;Наїзд на пішохода;Інше
вівторок;Франківський;Копистинського Т.;зіткнення бокове;порушення правил маневрування;2;49.828792;23.990214;1;0;1;0;0;2021;7;1;17;Львів;Зіткнення автомобілів;Порушення маневрування
неділя;Сихівський;Хуторівка;зіткнення з задньою частиною тз;недодержання дистанції,перевищення безпечної швидкості;4;49.801136;24.031219;3;0;1;0;0;2021;7;6;22;Львів;Зіткнення автомобілів;Перевищення швидкості
вівторок;Галицький;Дорошенка П.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.837809;24.022905;1;0;1;0;0;2021;6;1;15;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Сихівський;Боднарська;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;неочікуваний вихід на проїзну частину,перехід у невстановленому місці;2;49.801066;24.019981;1;0;1;0;0;2021;7;4;9;Львів;Наїзд на пішохода;Інше
вівторок;Залізничний;Городоцька;зіткнення бокове;порушення правил маневрування;2;49.830194;23.965902;1;0;1;0;0;2021;6;1;16;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Франківський;Наукова;падіння пасажира;порушення правил перевезення пасажирів;2;49.804556;23.986298;1;0;1;0;0;2021;7;5;12;Львів;Падіння пасажира;Інше
субота;Личаківський;Личаківська;зіткнення бокове;порушення правил проїзду перехресть;2;49.837323;24.060638;1;0;1;0;0;2021;7;5;9;Львів;Зіткнення автомобілів;Порушення проїзду перехресть
вівторок;Галицький;Куліша П.;наїзд на пішохода - пішохід рухався у попутному напрямку;неочікуваний вихід на проїзну частину,перехід у невстановленому місці;2;49.847098;24.024015;0;0;2;0;0;2021;7;1;13;Львів;Наїзд на пішохода;Інше
понеділок;Залізничний;Повітряна;зіткнення бокове;перевищення безпечної швидкості;2;49.844748;23.970367;1;0;1;0;1;2021;7;0;14;Львів;Зіткнення автомобілів;Перевищення швидкості
середа;Галицький;Куліша П.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.84817;24.024294;1;0;1;0;0;2021;7;2;16;Львів;Наїзд на пішохода;Порушення маневрування
середа;Сихівський;Стрийська;зіткнення з задньою частиною тз;перевищення безпечної швидкості,недодержання дистанції;2;49.78682;24.016156;1;0;1;0;0;2021;7;2;19;Львів;Зіткнення автомобілів;Перевищення швидкості
вівторок;Франківський;Кульпарківська;зіткнення бокове;порушення правил обгону;3;49.827644;23.990064;2;0;1;0;0;2021;6;1;18;Львів;Зіткнення автомобілів;Інше
четвер;Личаківський;Пасічна;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів;2;49.8262;24.072874;1;0;0;1;0;2021;7;3;16;Львів;Наїзд на пішохода;Порушення проїзду переходів
четвер;Франківський;Сахарова А., акад.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.831817;24.017074;0;0;2;0;0;2021;7;3;17;Львів;Наїзд на пішохода;Порушення проїзду переходів
четвер;Галицький;Митрополита Андрея;наїзд на пішохода - пішохід на тротуарі чи велосипедній доріжці;перевищення безпечної швидкості;2;49.836803;24.013581;1;0;1;0;0;2021;6;3;13;Львів;Наїзд на пішохода;Перевищення швидкості
субота;Сихівський;Драгана М.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;3;49.783945;24.053664;2;0;1;0;0;2021;7;5;15;Львів;Наїзд на пішохода;Порушення маневрування
субота;Сихівський;Довженка О.;зіткнення бокове;перевищення безпечної швидкості;2;49.797036;24.053653;1;0;1;0;0;2021;7;5;10;Львів;Зіткнення автомобілів;Перевищення швидкості
п'ятниця;Галицький;Опришківська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил зупинки і стоянки транспортного засобу;2;49.851716;24.04242;1;0;1;0;0;2021;7;4;16;Львів;Наїзд на пішохода;Інше
вівторок;Шевченківський;Миколайчука І.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;керування транспортним засобом у нетверезому стані,порушення правил проїзду пішохідних переходів;2;49.871296;24.042506;1;0;1;0;0;2021;6;1;7;Львів;Наїзд на пішохода;Порушення проїзду переходів
вівторок;Сихівський;Стрийська;зіткнення бокове;перевищення безпечної швидкості;2;49.783716;24.013989;1;0;1;0;0;2021;7;1;19;Львів;Зіткнення автомобілів;Перевищення швидкості
неділя;Шевченківський;Мазепи І., гетьм.;наїзд на інші види перешкод;перевищення безпечної швидкості;2;49.83847;23.89116;1;0;1;0;0;2021;7;6;0;Львів;Наїзд на перешкоду;Перевищення швидкості
понеділок;Шевченківський;Тунельна;наїзд на транспортний засіб, що стоїть - по ходу руху;недодержання дистанції;2;49.863713;24.005883;1;0;1;0;0;2021;7;0;17;Львів;Інше;Недотримання дистанції
четвер;Шевченківський;Сахарова А., акад.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування,порушення правил проїзду перехресть;2;49.845632;24.008661;1;0;1;0;0;2021;7;3;13;Львів;Наїзд на пішохода;Порушення маневрування
субота;Галицький;Городоцька;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;3;49.842425;24.017626;1;0;2;0;0;2021;7;5;22;Львів;Наїзд на пішохода;Порушення проїзду переходів
вівторок;Залізничний;Кульпарківська;наїзд на інші види перешкод;перевищення безпечної швидкості;1;49.806696;23.981674;0;0;1;0;0;2021;7;1;16;Львів;Наїзд на перешкоду;Перевищення швидкості
середа;Шевченківський;Жовківська;зіткнення з задньою частиною тз;перевищення безпечної швидкості;4;49.856537;24.036895;2;0;2;0;0;2021;7;2;19;Львів;Зіткнення автомобілів;Перевищення швидкості
неділя;Галицький;Городницька;падіння пасажира;порушення правил перевезення пасажирів,порушення правил маневрування;2;49.842438;24.017621;1;0;1;0;0;2021;6;6;16;Львів;Падіння пасажира;Порушення маневрування
п'ятниця;Шевченківський;Шевченка Т.;зіткнення бокове;порушення правил обгону;2;49.864315;23.960098;1;0;1;0;0;2021;7;4;8;Львів;Зіткнення автомобілів;Інше
середа;Шевченківський;Чорновола В., просп.;зіткнення бокове;порушення правил маневрування;2;49.860162;24.019589;1;0;1;0;0;2021;7;2;17;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Залізничний;Городоцька;падіння пасажира;порушення техніки безпеки пасажиром,порушення правил маневрування;2;49.831201;23.97176;1;0;1;0;0;2021;7;5;21;Львів;Падіння пасажира;Порушення маневрування
п'ятниця;Франківський;Княгині Ольги;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.80816;23.998116;1;1;0;0;0;2021;7;4;23;Львів;Наїзд на пішохода;Порушення проїзду переходів
вівторок;Шевченківський;Замарстинівська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів;2;49.865158;24.025421;1;0;1;0;0;2021;6;1;18;Львів;Наїзд на пішохода;Порушення проїзду переходів
середа;Галицький;Свободи, просп.;наїзд на пішохода - пішохід рухався у попутному напрямку;перехід у невстановленому місці;2;49.841058;24.027084;1;0;1;0;0;2021;7;2;17;Львів;Наїзд на пішохода;Інше
субота;Франківський;Стрийська;зіткнення бокове;невиконання вимог сигналів регулювання;3;49.801821;24.017873;2;0;1;0;0;2021;7;5;0;Львів;Зіткнення автомобілів;Інше
п'ятниця;Личаківський;Пасічна;зіткнення бокове;порушення правил обгону;2;49.820826;24.075744;1;0;1;0;0;2021;7;4;16;Львів;Зіткнення автомобілів;Інше
вівторок;Галицький;Шевченка Т.;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;2;49.842928;24.01554;1;0;1;0;0;2021;7;1;20;Львів;Наїзд на пішохода;Порушення проїзду переходів
понеділок;Сихівський;Стрийська;зіткнення бокове;виїзд на смугу зустрічного руху,недодержання дистанції,перевищення безпечної швидкості;7;49.803937;24.018468;4;0;3;0;0;2021;7;0;13;Львів;Зіткнення автомобілів;Перевищення швидкості
середа;Залізничний;Городоцька;зіткнення бокове;порушення правил маневрування,недодержання дистанції;7;49.829466;23.960627;0;0;7;0;0;2021;6;2;23;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Шевченківський;Ткацька;наїзд на інші види перешкод;перевтома, сон за кермом;1;49.855399;24.030055;0;0;1;0;0;2021;7;5;7;Львів;Наїзд на перешкоду;Інше
середа;Сихівський;Зелена;зіткнення бокове;недодержання дистанції;2;49.788503;24.074628;1;0;1;0;0;2021;7;2;16;Львів;Зіткнення автомобілів;Недотримання дистанції
понеділок;Залізничний;Виговського І.;перекидання тз;порушення правил маневрування;1;49.823439;23.967496;0;0;1;0;0;2021;6;0;16;Львів;Перекидання;Порушення маневрування
понеділок;Шевченківський;Винниця;зіткнення бокове;порушення правил маневрування;3;49.862271;23.996104;2;0;1;0;0;2021;7;0;22;Львів;Зіткнення автомобілів;Порушення маневрування
неділя;Залізничний;Шевченка Т.;зіткнення бокове;порушення правил маневрування;2;49.850711;23.99246;1;0;1;0;0;2021;7;6;10;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Шевченківський;Городоцька;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перевищення безпечної швидкості,порушення правил маневрування;2;49.868973;24.024464;1;0;1;0;0;2021;7;3;17;Львів;Наїзд на пішохода;Порушення маневрування
субота;Сихівський;Вашингтона Дж.;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості,порушення правил маневрування;2;49.813924;24.066603;1;0;1;0;0;2021;7;5;20;Львів;Наїзд на пішохода;Порушення маневрування
вівторок;Залізничний;Левандівська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перехід у невстановленому місці;2;49.846683;23.989999;1;0;1;0;0;2021;6;1;21;Львів;Наїзд на пішохода;Інше
п'ятниця;Галицький;Кропивницького М., пл.;зіткнення бокове;неочікуваний вихід на проїзну частину;2;49.836702;24.005883;1;0;1;0;0;2021;7;4;15;Львів;Зіткнення автомобілів;Інше
неділя;Галицький;Університетська;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.839698;24.021907;1;0;1;0;0;2021;6;6;16;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Сихівський;Хуторівка;падіння пасажира;порушення правил перевезення пасажирів,порушення правил маневрування;2;49.799882;24.034814;1;0;1;0;0;2021;7;4;13;Львів;Падіння пасажира;Порушення маневрування
середа;Шевченківський;Шевченка Т.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;неочікуваний вихід на проїзну частину;2;49.854421;23.986169;1;0;1;0;0;2021;6;2;11;Львів;Наїзд на пішохода;Інше
середа;Сихівський;Вернадського В.;падіння пасажира;порушення правил маневрування;2;49.786446;24.025319;1;0;1;0;0;2021;7;2;13;Львів;Падіння пасажира;Порушення маневрування
понеділок;Галицький;Городоцька;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перевищення безпечної швидкості,недодержання дистанції;2;49.842694;24.018613;1;0;1;0;1;2021;8;0;21;Львів;Наїзд на пішохода;Перевищення швидкості
понеділок;Шевченківський;Ткацька;наїзд на пішохода - стояв на проїздній частині;перехід у невстановленому місці;2;49.854753;24.028301;1;0;1;0;0;2021;8;0;18;Львів;Наїзд на пішохода;Інше
неділя;Залізничний;Сяйво;наїзд на інші види перешкод;перевищення безпечної швидкості;2;49.8393525;23.9769666;0;0;2;0;0;2021;8;6;13;Львів;Наїзд на перешкоду;Перевищення швидкості
понеділок;Шевченківський;Чорновола В., просп.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.853674;24.023135;1;0;1;0;1;2021;8;0;17;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Залізничний;Петлюри С.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування,порушення правил проїзду пішохідних переходів;2;49.81982748;23.98025116;1;0;1;0;0;2021;9;0;8;Львів;Наїзд на пішохода;Порушення маневрування
п'ятниця;Сихівський;Зелена;зіткнення бокове;порушення правил маневрування;2;49.80331;24.064307;1;0;1;0;0;2021;9;4;12;Львів;Зіткнення автомобілів;Порушення маневрування
середа;Сихівський;Скорини Ф.;зіткнення бокове;порушення правил маневрування;2;49.798712;24.022695;1;0;0;1;0;2021;8;2;19;Львів;Зіткнення автомобілів;Порушення маневрування
четвер;Франківський;Наукова;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.805391;23.982827;1;0;1;0;0;2021;9;3;11;Львів;Наїзд на пішохода;Порушення маневрування
середа;Франківський;Княгині Ольги;наїзд на інші види перешкод;перевищення безпечної швидкості;2;49.818618;24.003389;1;0;0;1;0;2021;9;2;22;Львів;Наїзд на перешкоду;Перевищення швидкості
неділя;Залізничний;Роксоляни;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.848784;23.961375;1;0;1;0;0;2021;8;6;14;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Шевченківський;Липинського В.;наїзд на пішохода - пішохід рухався у попутному напрямку;перехід у невстановленому місці;2;49.864823;24.048584;0;0;2;0;0;2021;8;0;8;Львів;Наїзд на пішохода;Інше
понеділок;Залізничний;Бортнянського Д.;наїзд на велосипедиста - поза межами велосипедної доріжки;порушення правил маневрування;2;49.845324;24.001629;1;0;1;0;0;2021;8;0;15;Львів;Наїзд на велосипедиста;Порушення маневрування
субота;Шевченківський;Липинського В.;зіткнення бокове;порушення правил маневрування;2;49.864477;24.037582;1;0;1;0;0;2021;8;5;8;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Франківський;Чупринки Т., ген.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.829401;24.006329;1;0;1;0;0;2021;9;5;20;Львів;Наїзд на пішохода;Порушення проїзду переходів
субота;Шевченківський;Замарстинівська;зіткнення бокове;порушення правил маневрування;2;49.858671;24.027255;1;0;1;0;0;2021;9;5;15;Львів;Зіткнення автомобілів;Порушення маневрування
неділя;Шевченківський;Грінченка Б.;зіткнення бокове;порушення правил проїзду перехресть,порушення правил маневрування;2;49.869844;24.05714;1;0;1;0;0;2021;9;6;0;Львів;Зіткнення автомобілів;Порушення маневрування
вівторок;Франківський;Лазаренка Є., акад.;зіткнення бокове;перевищення безпечної швидкості,недодержання дистанції;2;49.814644;24.016006;1;0;1;0;0;2021;9;1;12;Львів;Зіткнення автомобілів;Перевищення швидкості
понеділок;Франківський;Кульпарківська;зіткнення бокове;порушення правил маневрування;2;49.831111;23.991169;1;0;1;0;0;2021;9;0;22;Львів;Зіткнення автомобілів;Порушення маневрування
вівторок;Сихівський;Липова Алея;наїзд на пішохода - пішохід рухався у попутному напрямку;пішоходи невиконання вимог сигналів регулювання;2;49.82049;24.05552;1;0;1;0;0;2021;8;1;10;Львів;Наїзд на пішохода;Інше
середа;Сихівський;Гашека Я.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.797372;24.01997;1;0;1;0;0;2021;9;2;19;Львів;Наїзд на пішохода;Порушення маневрування
середа;Залізничний;Бортнянського Д.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.845635;23.999017;1;0;1;0;0;2021;9;2;13;Львів;Наїзд на пішохода;Порушення маневрування
середа;Галицький;Крушельницької С.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.837159;24.02033;1;0;1;0;0;2021;9;2;8;Львів;Наїзд на пішохода;Порушення маневрування
середа;Франківський;Городоцька;наїзд на пішохода - пішохід рухався у попутному напрямку;недодержання дистанції;2;49.835872;23.997815;1;0;1;0;0;2021;9;2;14;Львів;Наїзд на пішохода;Недотримання дистанції
понеділок;Шевченківський;Липинського В.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.86446;24.041525;1;0;1;0;0;2021;9;0;8;Львів;Наїзд на пішохода;Порушення проїзду переходів
п'ятниця;Личаківський;Китайська;зіткнення бокове;порушення правил маневрування;2;49.821757;24.075417;1;0;1;0;1;2021;8;4;15;Львів;Зіткнення автомобілів;Порушення маневрування
середа;Личаківський;Палія С.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.833927;24.036949;1;0;1;0;0;2021;9;2;11;Львів;Наїзд на пішохода;Порушення проїзду переходів
понеділок;Личаківський;Воробкевича С.;наїзд на транспортний засіб, що стоїть - по ходу руху;порушення правил маневрування;2;49.838868;24.059688;1;0;1;0;0;2021;9;0;20;Львів;Інше;Порушення маневрування
середа;Франківський;Народна;наїзд на пішохода - пішохід рухався у попутному напрямку;неочікуваний вихід на проїзну частину;2;49.832616;23.9842;1;0;1;0;0;2021;9;2;21;Львів;Наїзд на пішохода;Інше
четвер;Франківський;Стрийська;наїзд на інші види перешкод;перевищення безпечної швидкості;1;49.798577;24.016403;0;0;1;0;0;2021;9;3;12;Львів;Наїзд на перешкоду;Перевищення швидкості
понеділок;Шевченківський;Чорновола В., просп.;наїзд на пішохода - пішохід рухався у попутному напрямку;пішоходи невиконання вимог сигналів регулювання;2;49.852463;24.02365;1;0;1;0;0;2021;9;0;10;Львів;Наїзд на пішохода;Інше
неділя;Шевченківський;Шевченка Т.;наїзд на інші види перешкод;перевищення безпечної швидкості;1;49.864235;23.96027;0;0;0;1;0;2021;8;6;14;Львів;Наїзд на перешкоду;Перевищення швидкості
неділя;Франківський;Стрийська;зіткнення з задньою частиною тз;недодержання дистанції;2;49.808157;24.01916;1;0;1;0;1;2021;8;6;5;Львів;Зіткнення автомобілів;Недотримання дистанції
середа;Франківський;Кульпарківська;зіткнення бокове;перевищення безпечної швидкості,невиконання вимог сигналів регулювання;3;49.830215;23.990246;1;0;2;0;0;2021;9;2;23;Львів;Зіткнення автомобілів;Перевищення швидкості
понеділок;Шевченківський;Чорновола В., просп.;зіткнення бокове;перевищення безпечної швидкості;2;49.857367;24.021349;0;0;2;0;0;2021;8;0;13;Львів;Зіткнення автомобілів;Перевищення швидкості
п'ятниця;Невідомо;Зелена;наїзд на пішохода - пішохід переходив дорогу поза межами піш.переходу;порушення правил проїзду пішохідних переходів;2;49.782289;24.082943;1;0;1;0;0;2021;9;4;10;Передмістя;Наїзд на пішохода;Порушення проїзду переходів
середа;Шевченківський;Липинського В.;зіткнення бокове;порушення правил маневрування,порушення правил проїзду перехресть,керування транспортним засобом у нетверезому стані;4;49.860168;24.026842;1;0;3;0;1;2021;8;2;3;Львів;Зіткнення автомобілів;Порушення маневрування
