accidentDay;district;streetName;accidentType;mainAccidentCause;totalParticipantsAmount;latitude;longitude;Count_Без ушкоджень;Count_Загинув;Count_Легко травмований;Count_Тяжко травмований;Is_Intersection;Year;Month;DayOfWeek;Hour;settlement_grouped;Simple_Type;Simple_Cause
субота;Залізничний;Городоцька;наїзд на пішохода - на нерегульованому пішохідному переході;порушення правил проїзду пішохідних переходів;3;49.831803;23.975054;1;0;2;0;0;2018;4;5;11;Львів;Наїзд на пішохода;Порушення проїзду переходів
вівторок;Шевченківський;Шевченка Т.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.868108;23.952202;1;0;1;0;0;2018;5;1;14;Львів;Наїзд на пішохода;Порушення маневрування
неділя;Франківський;Стрийська;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;49.787402;24.014627;1;0;0;1;0;2018;5;6;10;Львів;Наїзд на велосипедиста;Порушення маневрування
вівторок;Шевченківський;Клепарівська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів;2;49.85055;24.015046;1;0;0;1;0;2018;4;1;18;Львів;Наїзд на пішохода;Порушення проїзду переходів
неділя;Шевченківський;Клепарівська;наїзд на велосипедиста - велосипедист рухався у попутному напрямку;порушення правил маневрування;2;49.853667;24.014354;1;0;1;0;0;2018;5;6;15;Львів;Наїзд на велосипедиста;Порушення маневрування
п'ятниця;Франківський;Сахарова А., акад.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил маневрування;2;49.824612;24.011564;1;0;1;0;0;2018;4;4;12;Львів;Наїзд на пішохода;Порушення маневрування
понеділок;Сихівський;Стрийська;зіткнення бокове;перевищення безпечної швидкості;3;49.783696;24.014257;2;0;1;0;0;2018;4;0;20;Львів;Зіткнення автомобілів;Перевищення швидкості
неділя;Шевченківський;Липи Ю.;зіткнення бокове;порушення правил маневрування , керування транспортним засобом у нетверезому стані;2;49.865317;24.015352;0;0;2;0;0;2018;5;6;3;Львів;Зіткнення автомобілів;Порушення маневрування
субота;Франківський;Княгині Ольги;зіткнення бокове;перевищення безпечної швидкості;3;49.825647;24.009247;2;0;1;0;0;2018;4;5;0;Львів;Зіткнення автомобілів;Перевищення швидкості
вівторок;Личаківський;Сковороди Г.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перевищення безпечної швидкості;2;49.839297;24.050515;1;0;0;1;0;2018;4;1;2;Львів;Наїзд на пішохода;Перевищення швидкості
неділя;Личаківський;Медової Печери;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.819808;24.091151;1;0;1;0;0;2018;5;6;15;Львів;Наїзд на пішохода;Порушення маневрування
середа;Залізничний;Коротка;падіння пасажира;перевищення безпечної швидкості;2;49.837685;24.00429;1;0;1;0;0;2018;5;2;21;Львів;Падіння пасажира;Перевищення швидкості
неділя;Франківський;Наукова;зіткнення з задньою частиною тз;перевищення безпечної швидкості , недодержання дистанції;3;49.804152;23.997429;2;0;1;0;1;2018;5;6;13;Львів;Зіткнення автомобілів;Перевищення швидкості
п'ятниця;Галицький;Свободи, просп.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;перевищення безпечної швидкості;2;49.843573;24.026896;1;0;0;1;0;2018;4;4;7;Львів;Наїзд на пішохода;Перевищення швидкості
середа;Шевченківський;Чорновола В., просп.;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил маневрування;2;49.862561;24.018334;1;0;1;0;0;2018;5;2;22;Львів;Наїзд на пішохода;Порушення маневрування
четвер;Галицький;Городоцька;наїзд на пішохода - пішохід рухався у попутному напрямку;порушення правил проїзду пішохідних переходів;2;49.844431;24.02548;1;0;1;0;0;2018;5;3;8;Львів;Наїзд на пішохода;Порушення проїзду переходів
субота;Сихівський;Дністерcька;наїзд на пішохода - пішохід переходив дорогу поза межами пішохідного переходу;перевищення безпечної швидкості;2;49.818057;24.057629;1;0;1;0;0;2018;4;5;18;Львів;Наїзд на пішохода;Перевищення швидкості
понеділок;Галицький;Городоцька;зіткнення бокове;порушення правил маневрування;2;49.843224;24.022577;1;0;1;0;0;2018;5;0;9;Львів;Зіткнення автомобілів;Порушення маневрування
понеділок;Франківський;Кульпарківська;наїзд на пішохода - лежав на дорозі;перевищення безпечної швидкості;2;49.818631;23.98766;1;0;1;0;0;2018;5;0;20;Львів;Наїзд на пішохода;Перевищення швидкості
понеділок;Галицький;Вітовського Д.;наїзд на пішохода - пішохід рухався у попутному напрямку;перевищення безпечної швидкості;2;49.829817;24.029846;1;0;0;1;0;2018;5;0;18;Львів;Наїзд на пішохода;Перевищення швидкості
